board,subject,grade,chapter,concept,skill,prereq_concepts_L1_same_chapter,prereq_skills_L1_same_chapter,prereq_concepts_L2_cross_chapter,prereq_skills_L2_cross_chapter
CBSE,Maths,Grade 1,Chapter 9,Classification of objects into categories,Identify the given categories for a collection of objects,[],[],"[{""chapter"": ""Chapter 1"", ""concept"": ""Sorting and grouping objects"", ""reason"": ""Grouping objects by shared traits, taught earlier, is the foundational skill needed before a student can classify objects into distinct categories.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Comparing quantities: more than, less than, equal to"", ""reason"": ""Derived from skill prerequisite: 'Compare two groups of objects and identify which has more, less, or equal number' (in Chapter 3) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 1"", ""skill"": ""Classify objects into groups based on a common attribute"", ""reason"": ""Identifying categories for a collection depends on the earlier-learned ability to group objects by a shared attribute.""}]"
CBSE,Maths,Grade 1,Chapter 9,Classification of objects into categories,Classify objects concretely into the correct category,[],"[""Identify the given categories for a collection of objects""]","[{""chapter"": ""Chapter 1"", ""concept"": ""Sorting and grouping objects"", ""reason"": ""Grouping objects by shared traits, taught earlier, is the foundational skill needed before a student can classify objects into distinct categories.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Comparing quantities: more than, less than, equal to"", ""reason"": ""Derived from skill prerequisite: 'Compare two groups of objects and identify which has more, less, or equal number' (in Chapter 3) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 1"", ""skill"": ""Sort a given set of objects in more than one way"", ""reason"": ""Physically placing objects into correct categories builds on the earlier practice of sorting objects by attributes in different ways.""}]"
CBSE,Maths,Grade 1,Chapter 9,Classification of objects into categories,Count the number of objects in each category,[],"[""Classify objects concretely into the correct category""]","[{""chapter"": ""Chapter 1"", ""concept"": ""Sorting and grouping objects"", ""reason"": ""Grouping objects by shared traits, taught earlier, is the foundational skill needed before a student can classify objects into distinct categories.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Comparing quantities: more than, less than, equal to"", ""reason"": ""Derived from skill prerequisite: 'Compare two groups of objects and identify which has more, less, or equal number' (in Chapter 3) is a prerequisite of a skill under this concept.""}]",[]
CBSE,Maths,Grade 1,Chapter 9,Classification of objects into categories,Compare the counts across different categories,[],"[""Count the number of objects in each category""]","[{""chapter"": ""Chapter 1"", ""concept"": ""Sorting and grouping objects"", ""reason"": ""Grouping objects by shared traits, taught earlier, is the foundational skill needed before a student can classify objects into distinct categories.""}, {""chapter"": ""Chapter 3"", ""concept"": ""Comparing quantities: more than, less than, equal to"", ""reason"": ""Derived from skill prerequisite: 'Compare two groups of objects and identify which has more, less, or equal number' (in Chapter 3) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Compare two groups of objects and identify which has more, less, or equal number"", ""reason"": ""Comparing counts across categories reuses the earlier-taught procedure for comparing two groups of objects using more/less/equal terms.""}]"
CBSE,Maths,Grade 1,Chapter 9,Organization and representation of information,Organize simple information into a picture or table,"[""Classification of objects into categories""]",[],"[{""chapter"": ""Chapter 3"", ""concept"": ""Comparing quantities: more than, less than, equal to"", ""reason"": ""Derived from skill prerequisite: 'Compare two groups of objects and identify which has more, less, or equal number' (in Chapter 3) is a prerequisite of a skill under this concept.""}]",[]
CBSE,Maths,Grade 1,Chapter 9,Organization and representation of information,Represent counted data pictorially or numerically,"[""Classification of objects into categories""]","[""Count the number of objects in each category""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Comparing quantities: more than, less than, equal to"", ""reason"": ""Derived from skill prerequisite: 'Compare two groups of objects and identify which has more, less, or equal number' (in Chapter 3) is a prerequisite of a skill under this concept.""}]",[]
CBSE,Maths,Grade 1,Chapter 9,Organization and representation of information,Interpret a given pictorial or numerical representation to answer questions,"[""Classification of objects into categories""]","[""Represent counted data pictorially or numerically""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Comparing quantities: more than, less than, equal to"", ""reason"": ""Derived from skill prerequisite: 'Compare two groups of objects and identify which has more, less, or equal number' (in Chapter 3) is a prerequisite of a skill under this concept.""}]",[]
CBSE,Maths,Grade 1,Chapter 9,Organization and representation of information,Determine which category has more or fewer items from the representation,"[""Classification of objects into categories""]","[""Interpret a given pictorial or numerical representation to answer questions""]","[{""chapter"": ""Chapter 3"", ""concept"": ""Comparing quantities: more than, less than, equal to"", ""reason"": ""Derived from skill prerequisite: 'Compare two groups of objects and identify which has more, less, or equal number' (in Chapter 3) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 3"", ""skill"": ""Compare two groups of objects and identify which has more, less, or equal number"", ""reason"": ""Deciding which category has more or fewer items directly applies the earlier skill of comparing two groups to find which has more, less, or equal quantity.""}]"
CBSE,Maths,Grade 1,Chapter 9,Patterns using shapes and objects,Identify the repeating unit in a shape or object pattern,"[""Classification of objects into categories""]",[],"[{""chapter"": ""Chapter 2"", ""concept"": ""Identifying and matching similar shapes"", ""reason"": ""Recognizing which shapes are identical or similar is required before a student can detect a repeating shape unit that forms a pattern.""}]","[{""chapter"": ""Chapter 2"", ""skill"": ""Match objects that are similar in shape"", ""reason"": ""Spotting the repeating unit in a shape pattern requires first being able to tell which shapes match, a skill developed in the shapes chapter.""}]"
CBSE,Maths,Grade 1,Chapter 9,Patterns using shapes and objects,Extend a given pattern by drawing the next elements,"[""Classification of objects into categories""]","[""Identify the repeating unit in a shape or object pattern""]","[{""chapter"": ""Chapter 2"", ""concept"": ""Identifying and matching similar shapes"", ""reason"": ""Recognizing which shapes are identical or similar is required before a student can detect a repeating shape unit that forms a pattern.""}]",[]
CBSE,Maths,Grade 1,Chapter 9,Patterns using shapes and objects,Complete missing elements in a shape or object pattern,"[""Classification of objects into categories""]","[""Identify the repeating unit in a shape or object pattern""]","[{""chapter"": ""Chapter 2"", ""concept"": ""Identifying and matching similar shapes"", ""reason"": ""Recognizing which shapes are identical or similar is required before a student can detect a repeating shape unit that forms a pattern.""}]",[]
CBSE,Maths,Grade 1,Chapter 9,Patterns using shapes and objects,"Create patterns using everyday objects such as pebbles, leaves, and coins","[""Classification of objects into categories""]","[""Identify the repeating unit in a shape or object pattern""]","[{""chapter"": ""Chapter 2"", ""concept"": ""Identifying and matching similar shapes"", ""reason"": ""Recognizing which shapes are identical or similar is required before a student can detect a repeating shape unit that forms a pattern.""}]",[]
CBSE,Maths,Grade 1,Chapter 9,Colour patterns,Identify the repeating unit in a colour pattern,"[""Patterns using shapes and objects""]",[],[],[]
CBSE,Maths,Grade 1,Chapter 9,Colour patterns,Extend a colour pattern by continuing the sequence,"[""Patterns using shapes and objects""]","[""Identify the repeating unit in a colour pattern""]",[],[]
CBSE,Maths,Grade 1,Chapter 9,Colour patterns,Complete a colour pattern by filling in missing colours,"[""Patterns using shapes and objects""]","[""Identify the repeating unit in a colour pattern""]",[],[]
CBSE,Maths,Grade 1,Chapter 9,Colour patterns,Create a colour pattern using given materials,"[""Patterns using shapes and objects""]","[""Identify the repeating unit in a colour pattern""]",[],[]
CBSE,Maths,Grade 1,Chapter 9,Number patterns,Identify the repeating unit in a number pattern,"[""Patterns using shapes and objects""]",[],"[{""chapter"": ""Chapter 8"", ""concept"": ""Number sequence and ordering (1 to 100)"", ""reason"": ""Understanding the standard order of numbers up to 100 is necessary before a student can recognize or generate a repeating number pattern within that range.""}]",[]
CBSE,Maths,Grade 1,Chapter 9,Number patterns,Extend a number pattern by writing the next numbers,"[""Patterns using shapes and objects""]","[""Identify the repeating unit in a number pattern""]","[{""chapter"": ""Chapter 8"", ""concept"": ""Number sequence and ordering (1 to 100)"", ""reason"": ""Understanding the standard order of numbers up to 100 is necessary before a student can recognize or generate a repeating number pattern within that range.""}]","[{""chapter"": ""Chapter 8"", ""skill"": ""Sequence given numbers up to 100 in increasing or decreasing order"", ""reason"": ""Continuing a number pattern by writing subsequent numbers requires fluency in ordering numbers sequentially, which is taught in the numbers-to-100 chapter.""}]"
CBSE,Maths,Grade 1,Chapter 9,Number patterns,Fill in missing numbers in a number pattern,"[""Patterns using shapes and objects""]","[""Identify the repeating unit in a number pattern""]","[{""chapter"": ""Chapter 8"", ""concept"": ""Number sequence and ordering (1 to 100)"", ""reason"": ""Understanding the standard order of numbers up to 100 is necessary before a student can recognize or generate a repeating number pattern within that range.""}]","[{""chapter"": ""Chapter 8"", ""skill"": ""Fill in missing numbers in a sequence from 1 to 100"", ""reason"": ""Determining missing numbers within a pattern reuses the earlier-learned procedure of finding missing values in a plain numeric sequence.""}]"
CBSE,Maths,Grade 1,Chapter 9,Number patterns,Create a simple number pattern,"[""Patterns using shapes and objects""]","[""Identify the repeating unit in a number pattern""]","[{""chapter"": ""Chapter 8"", ""concept"": ""Number sequence and ordering (1 to 100)"", ""reason"": ""Understanding the standard order of numbers up to 100 is necessary before a student can recognize or generate a repeating number pattern within that range.""}]","[{""chapter"": ""Chapter 8"", ""skill"": ""Sequence given numbers up to 100 in increasing or decreasing order"", ""reason"": ""Generating a valid number pattern depends on being able to correctly order numbers, a skill established when learning number sequences up to 100.""}]"
CBSE,Maths,Grade 1,Chapter 9,Patterns in nature,"Observe and identify patterns found in nature such as on leaves, butterfly wings, and animal skins","[""Patterns using shapes and objects""]",[],[],[]
CBSE,Maths,Grade 1,Chapter 9,Patterns in nature,Describe the repeating unit in a pattern found in nature,"[""Patterns using shapes and objects""]","[""Observe and identify patterns found in nature such as on leaves, butterfly wings, and animal skins""]",[],[]
CBSE,Maths,Grade 1,Chapter 9,Patterns in nature,Create patterns using finger or thumb prints,"[""Patterns using shapes and objects""]","[""Observe and identify patterns found in nature such as on leaves, butterfly wings, and animal skins""]",[],[]
CBSE,Maths,Grade 1,Chapter 9,Patterns in art and culture (kolam/rangoli),Observe and identify patterns in kolam or rangoli designs,"[""Patterns using shapes and objects""]",[],[],[]
CBSE,Maths,Grade 1,Chapter 9,Patterns in art and culture (kolam/rangoli),Identify the repeating unit in a kolam or rangoli pattern,"[""Patterns using shapes and objects""]","[""Observe and identify patterns in kolam or rangoli designs""]",[],[]
