board,subject,grade,chapter,concept,skill,prereq_concepts_L1_same_chapter,prereq_skills_L1_same_chapter,prereq_concepts_L2_cross_chapter,prereq_skills_L2_cross_chapter
CBSE,Maths,Grade 1,Chapter 8,Numerals (21-50): Number names and numerals,Recite number names from 21 to 50 in standard order,"[""Numerals (10-50): Identification and writing of numbers""]",[],"[{""chapter"": ""Chapter 4"", ""concept"": ""Number names from eleven to twenty"", ""reason"": ""Learning the tens-based naming pattern for numbers eleven to twenty is the foundation students extend to form number names from twenty-one to fifty.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Number names and object correspondence"", ""reason"": ""Derived from skill prerequisite: 'Recite number names from 10 to 20 in standard order' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Recite number names from 10 to 20 in standard order"", ""reason"": ""Fluent recitation of number names for 10-20 establishes the pattern of tens-plus-units naming needed to recite names for 21-50.""}]"
CBSE,Maths,Grade 1,Chapter 8,Numerals (21-50): Number names and numerals,Associate a given number name with the corresponding number of items shown pictorially,"[""Numerals (10-50): Identification and writing of numbers""]","[""Recite number names from 21 to 50 in standard order""]","[{""chapter"": ""Chapter 4"", ""concept"": ""Number names from eleven to twenty"", ""reason"": ""Learning the tens-based naming pattern for numbers eleven to twenty is the foundation students extend to form number names from twenty-one to fifty.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Number names and object correspondence"", ""reason"": ""Derived from skill prerequisite: 'Recite number names from 10 to 20 in standard order' (in Chapter 5) is a prerequisite of a skill under this concept.""}]",[]
CBSE,Maths,Grade 1,Chapter 8,Numerals (21-50): Number names and numerals,Match a spoken or written number name to its correct numeral,"[""Numerals (10-50): Identification and writing of numbers""]","[""Recite number names from 21 to 50 in standard order"", ""Identify numerals from 10 to 50 shown in isolation""]","[{""chapter"": ""Chapter 4"", ""concept"": ""Number names from eleven to twenty"", ""reason"": ""Learning the tens-based naming pattern for numbers eleven to twenty is the foundation students extend to form number names from twenty-one to fifty.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Number names and object correspondence"", ""reason"": ""Derived from skill prerequisite: 'Recite number names from 10 to 20 in standard order' (in Chapter 5) is a prerequisite of a skill under this concept.""}]",[]
CBSE,Maths,Grade 1,Chapter 8,Numerals (10-50): Identification and writing of numbers,Identify numerals from 10 to 50 shown in isolation,[],[],"[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Identifying and writing numbers"", ""reason"": ""Students must already be able to identify and write two-digit numerals 10-20 before extending this ability to the full 10-50 range.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Identify numerals from 10 to 20"", ""reason"": ""Recognising two-digit numerals in the 10-20 range is the precursor skill needed before recognising numerals across the wider 10-50 range.""}]"
CBSE,Maths,Grade 1,Chapter 8,Numerals (10-50): Identification and writing of numbers,Write numerals from 10 to 50 correctly,[],"[""Identify numerals from 10 to 50 shown in isolation"", ""Distinguish between visually similar numerals in the 10-50 range""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Identifying and writing numbers"", ""reason"": ""Students must already be able to identify and write two-digit numerals 10-20 before extending this ability to the full 10-50 range.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Write numerals from 10 to 20"", ""reason"": ""Correct formation of two-digit numerals from 10-20 is the basic writing skill extended to the full 10-50 range.""}]"
CBSE,Maths,Grade 1,Chapter 8,Numerals (10-50): Identification and writing of numbers,Distinguish between visually similar numerals in the 10-50 range,[],[],"[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Identifying and writing numbers"", ""reason"": ""Students must already be able to identify and write two-digit numerals 10-20 before extending this ability to the full 10-50 range.""}]",[]
CBSE,Maths,Grade 1,Chapter 8,Numerals (21-50): Matching objects with numbers and creating groups,Match a given picture of objects with its correct numeral between 21 and 50,"[""Numerals (10-50): Identification and writing of numbers""]","[""Count a given picture of objects and state the matching numeral"", ""Identify numerals from 10 to 50 shown in isolation""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Matching objects and creating groups"", ""reason"": ""Matching objects to numerals and forming groups for numbers 10-20 is the basic skill extended here to numbers 21-50.""}]",[]
CBSE,Maths,Grade 1,Chapter 8,Numerals (21-50): Matching objects with numbers and creating groups,Create a group of objects corresponding to a given number between 21 and 50,"[""Numerals (10-50): Identification and writing of numbers""]","[""Identify numerals from 10 to 50 shown in isolation""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Matching objects and creating groups"", ""reason"": ""Matching objects to numerals and forming groups for numbers 10-20 is the basic skill extended here to numbers 21-50.""}]",[]
CBSE,Maths,Grade 1,Chapter 8,Numerals (21-50): Matching objects with numbers and creating groups,Count a given picture of objects and state the matching numeral,"[""Numerals (10-50): Identification and writing of numbers""]","[""Identify numerals from 10 to 50 shown in isolation""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Matching objects and creating groups"", ""reason"": ""Matching objects to numerals and forming groups for numbers 10-20 is the basic skill extended here to numbers 21-50.""}]",[]
CBSE,Maths,Grade 1,Chapter 8,Numerals (21-50): Number sequences by counting forward and backward,Determine the missing number in a forward counting sequence between 21 and 50,"[""Number sequence and ordering (1 to 100)"", ""Numerals (21-50): Number names and numerals""]","[""Construct the next few numbers in a sequence given a starting point within 21-50""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Number sequences"", ""reason"": ""Counting forward and backward within 10-20 establishes the sequencing skill that is then extended to the 21-50 range.""}]",[]
