board,subject,grade,chapter,concept,skill,prereq_concepts_L1_same_chapter,prereq_skills_L1_same_chapter,prereq_concepts_L2_cross_chapter,prereq_skills_L2_cross_chapter,prereq_concepts_L3_prior_grade,prereq_skills_L3_prior_grade
CBSE,Maths,Grade 7,Chapter8_Rational_Numbers,Introduction to rational numbers,"Identify rational numbers from fractions, integers, and terminating decimals.","[""Definition of rational numbers""]","[""Define rational numbers in the form p/q where q ≠ 0.""]",[],[],"[{""grade"": ""Grade 6"", ""chapter"": ""Chapter07_Fractions"", ""concept"": ""Concept of Fraction"", ""reason"": ""Derived from skill prerequisite: 'Explain the meaning of representing a number as a part of the whole' (in Grade 6/Chapter07_Fractions) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 6"", ""chapter"": ""Chapter10_The_Other_Side_Of_Zero"", ""concept"": ""Integers as a set (definition)"", ""reason"": ""Derived from skill prerequisite: 'Define the set of integers including positive numbers, negative numbers and zero' (in Grade 6/Chapter10_The_Other_Side_Of_Zero) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 5"", ""chapter"": ""Chapter10_Tenths_And_Hundredths"", ""concept"": ""Reading and writing decimal numbers"", ""reason"": ""Derived from skill prerequisite: 'Read and write decimal numbers up to hundredths' (in Grade 5/Chapter10_Tenths_And_Hundredths) is a prerequisite of a skill under this concept.""}]","[{""grade"": ""Grade 6"", ""chapter"": ""Chapter07_Fractions"", ""skill"": ""Explain the meaning of representing a number as a part of the whole"", ""reason"": ""Recognising a fraction as a rational number requires already understanding what a fraction represents.""}, {""grade"": ""Grade 6"", ""chapter"": ""Chapter10_The_Other_Side_Of_Zero"", ""skill"": ""Define the set of integers including positive numbers, negative numbers and zero"", ""reason"": ""Recognising an integer as a rational number requires already knowing the definition of the set of integers.""}, {""grade"": ""Grade 5"", ""chapter"": ""Chapter10_Tenths_And_Hundredths"", ""skill"": ""Read and write decimal numbers up to hundredths"", ""reason"": ""Recognising a terminating decimal as a rational number requires prior fluency in reading and interpreting decimal numbers.""}]"
CBSE,Maths,Grade 7,Chapter8_Rational_Numbers,Need for rational numbers,Explain why rational numbers are needed to represent quantities beyond whole numbers.,[],[],[],[],"[{""grade"": ""Grade 6"", ""chapter"": ""Chapter10_The_Other_Side_Of_Zero"", ""concept"": ""Introduction to numbers beyond counting numbers"", ""reason"": ""The motivation for extending the number system to integers beyond counting numbers is the same reasoning extended to justify the need for rational numbers beyond integers.""}]",[]
CBSE,Maths,Grade 7,Chapter8_Rational_Numbers,Definition of rational numbers,Define rational numbers in the form p/q where q ≠ 0.,"[""Introduction to rational numbers""]",[],[],[],"[{""grade"": ""Grade 6"", ""chapter"": ""Chapter07_Fractions"", ""concept"": ""Concept of Fraction"", ""reason"": ""The p/q definition of a rational number directly generalises the numerator-over-denominator structure already established for fractions.""}]",[]
CBSE,Maths,Grade 7,Chapter8_Rational_Numbers,Numerator and denominator,State the numerator and denominator of a rational number.,"[""Definition of rational numbers""]","[""Define rational numbers in the form p/q where q ≠ 0.""]",[],[],[],[]
CBSE,Maths,Grade 7,Chapter8_Rational_Numbers,Equivalent rational numbers,Generate equivalent rational numbers by multiplying or dividing the numerator and denominator by the same non-zero integer.,"[""Definition of rational numbers"", ""Numerator and denominator""]","[""State the numerator and denominator of a rational number."", ""Define rational numbers in the form p/q where q ≠ 0.""]","[{""chapter"": ""Chapter2_Fractions_And_Decimals"", ""concept"": ""Equivalent Fractions"", ""reason"": ""Generating equivalent rational numbers uses the same multiply/divide-numerator-and-denominator rule first learned for equivalent fractions.""}]","[{""chapter"": ""Chapter2_Fractions_And_Decimals"", ""skill"": ""Multiply or divide the numerator and denominator by the same non-zero number to generate equivalent fractions"", ""reason"": ""This is the exact same procedure previously learned for fractions, now applied to rational numbers with signed integers.""}]","[{""grade"": ""Grade 6"", ""chapter"": ""Chapter07_Fractions"", ""concept"": ""Equivalent Fractions"", ""reason"": ""Generating equivalent rational numbers uses the exact same multiply/divide-numerator-and-denominator rule taught for equivalent fractions.""}]","[{""grade"": ""Grade 6"", ""chapter"": ""Chapter07_Fractions"", ""skill"": ""Calculate equivalent fractions by multiplying numerator and denominator by the same number"", ""reason"": ""Generating equivalent rational numbers by multiplication uses the identical procedure already learned for equivalent fractions.""}, {""grade"": ""Grade 6"", ""chapter"": ""Chapter07_Fractions"", ""skill"": ""Calculate equivalent fractions by dividing numerator and denominator by the same number"", ""reason"": ""Generating equivalent rational numbers by division uses the identical procedure already learned for equivalent fractions.""}]"
CBSE,Maths,Grade 7,Chapter8_Rational_Numbers,Positive and negative rational numbers,Distinguish positive rational numbers from negative rational numbers.,"[""Definition of rational numbers""]","[""Define rational numbers in the form p/q where q ≠ 0.""]","[{""chapter"": ""Chapter1_Integers"", ""concept"": ""Whole Numbers and Integers"", ""reason"": ""Derived from skill prerequisite: 'Represent numbers with positive and negative signs' (in Chapter1_Integers) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter1_Integers"", ""skill"": ""Represent numbers with positive and negative signs"", ""reason"": ""Recognizing positive and negative rational numbers depends on already understanding what positive and negative signs mean for numbers.""}]","[{""grade"": ""Grade 6"", ""chapter"": ""Chapter10_The_Other_Side_Of_Zero"", ""concept"": ""Positive and negative numbers"", ""reason"": ""Classifying rational numbers as positive or negative extends the sign classification first established for integers.""}, {""grade"": ""Grade 6"", ""chapter"": ""Chapter10_The_Other_Side_Of_Zero"", ""concept"": ""Introduction to numbers beyond counting numbers"", ""reason"": ""Derived from skill prerequisite: 'Identify positive and negative numbers in real-life contexts' (in Grade 6/Chapter10_The_Other_Side_Of_Zero) is a prerequisite of a skill under this concept.""}]","[{""grade"": ""Grade 6"", ""chapter"": ""Chapter10_The_Other_Side_Of_Zero"", ""skill"": ""Identify positive and negative numbers in real-life contexts"", ""reason"": ""Distinguishing sign in rational numbers builds on the earlier skill of recognising positive and negative numbers.""}]"
CBSE,Maths,Grade 7,Chapter8_Rational_Numbers,Positive and negative rational numbers,State whether zero is a positive or negative rational number.,"[""Definition of rational numbers""]","[""Distinguish positive rational numbers from negative rational numbers.""]","[{""chapter"": ""Chapter1_Integers"", ""concept"": ""Whole Numbers and Integers"", ""reason"": ""Derived from skill prerequisite: 'Represent numbers with positive and negative signs' (in Chapter1_Integers) is a prerequisite of a skill under this concept.""}]",[],"[{""grade"": ""Grade 6"", ""chapter"": ""Chapter10_The_Other_Side_Of_Zero"", ""concept"": ""Positive and negative numbers"", ""reason"": ""Classifying rational numbers as positive or negative extends the sign classification first established for integers.""}, {""grade"": ""Grade 6"", ""chapter"": ""Chapter10_The_Other_Side_Of_Zero"", ""concept"": ""Introduction to numbers beyond counting numbers"", ""reason"": ""Derived from skill prerequisite: 'Identify positive and negative numbers in real-life contexts' (in Grade 6/Chapter10_The_Other_Side_Of_Zero) is a prerequisite of a skill under this concept.""}]","[{""grade"": ""Grade 6"", ""chapter"": ""Chapter10_The_Other_Side_Of_Zero"", ""skill"": ""Explain the meaning of zero as neither positive nor negative"", ""reason"": ""This target directly restates and extends the earlier established fact about zero's sign status to rational numbers.""}]"
CBSE,Maths,Grade 7,Chapter8_Rational_Numbers,Rational numbers on a number line,Represent rational numbers on a number line.,"[""Positive and negative rational numbers"", ""Definition of rational numbers""]","[""Distinguish positive rational numbers from negative rational numbers."", ""Define rational numbers in the form p/q where q ≠ 0.""]","[{""chapter"": ""Chapter1_Integers"", ""concept"": ""Representation of Integers on Number Line"", ""reason"": ""Placing rational numbers on a number line builds directly on the earlier skill of locating positive and negative integers on a number line.""}]","[{""chapter"": ""Chapter1_Integers"", ""skill"": ""Represent integers on a number line"", ""reason"": ""Plotting rational numbers on a number line extends the earlier skill of plotting signed integers on a number line.""}]","[{""grade"": ""Grade 6"", ""chapter"": ""Chapter07_Fractions"", ""concept"": ""Fraction on the Number Line"", ""reason"": ""Placing rational numbers between whole numbers builds on the technique of marking fractional positions on a number line.""}, {""grade"": ""Grade 6"", ""chapter"": ""Chapter10_The_Other_Side_Of_Zero"", ""concept"": ""Number line representation of integers"", ""reason"": ""Locating negative rational numbers requires the same leftward extension of the number line first used for negative integers.""}, {""grade"": ""Grade 6"", ""chapter"": ""Chapter10_The_Other_Side_Of_Zero"", ""concept"": ""Unmarked number line for addition and subtraction"", ""reason"": ""Derived from skill prerequisite: 'Estimate and place integers on an unmarked number line before solving addition and subtraction problems' (in Grade 6/Chapter10_The_Other_Side_Of_Zero) is a prerequisite of a skill under this concept.""}]","[{""grade"": ""Grade 6"", ""chapter"": ""Chapter07_Fractions"", ""skill"": ""Represent a given fraction at its correct position on a number line"", ""reason"": ""Placing positive rational numbers on a number line reuses the fraction-locating technique already learned.""}, {""grade"": ""Grade 6"", ""chapter"": ""Chapter10_The_Other_Side_Of_Zero"", ""skill"": ""Estimate and place integers on an unmarked number line before solving addition and subtraction problems"", ""reason"": ""Placing negative rational numbers requires the earlier skill of positioning negative integers on a number line.""}]"
CBSE,Maths,Grade 7,Chapter8_Rational_Numbers,Rational numbers on a number line,Locate rational numbers on a number line.,"[""Positive and negative rational numbers"", ""Definition of rational numbers""]","[""Represent rational numbers on a number line.""]","[{""chapter"": ""Chapter1_Integers"", ""concept"": ""Representation of Integers on Number Line"", ""reason"": ""Placing rational numbers on a number line builds directly on the earlier skill of locating positive and negative integers on a number line.""}]","[{""chapter"": ""Chapter1_Integers"", ""skill"": ""Represent integers on a number line"", ""reason"": ""Locating rational numbers between marked points requires prior familiarity with reading positions of signed integers on a number line.""}]","[{""grade"": ""Grade 6"", ""chapter"": ""Chapter07_Fractions"", ""concept"": ""Fraction on the Number Line"", ""reason"": ""Placing rational numbers between whole numbers builds on the technique of marking fractional positions on a number line.""}, {""grade"": ""Grade 6"", ""chapter"": ""Chapter10_The_Other_Side_Of_Zero"", ""concept"": ""Number line representation of integers"", ""reason"": ""Locating negative rational numbers requires the same leftward extension of the number line first used for negative integers.""}, {""grade"": ""Grade 6"", ""chapter"": ""Chapter10_The_Other_Side_Of_Zero"", ""concept"": ""Unmarked number line for addition and subtraction"", ""reason"": ""Derived from skill prerequisite: 'Estimate and place integers on an unmarked number line before solving addition and subtraction problems' (in Grade 6/Chapter10_The_Other_Side_Of_Zero) is a prerequisite of a skill under this concept.""}]","[{""grade"": ""Grade 6"", ""chapter"": ""Chapter07_Fractions"", ""skill"": ""Represent a given fraction at its correct position on a number line"", ""reason"": ""Locating rational numbers reuses the fraction-locating technique already learned.""}, {""grade"": ""Grade 6"", ""chapter"": ""Chapter10_The_Other_Side_Of_Zero"", ""skill"": ""Estimate and place integers on an unmarked number line before solving addition and subtraction problems"", ""reason"": ""Locating negative rational numbers requires the earlier skill of positioning negative integers on a number line.""}]"
CBSE,Maths,Grade 7,Chapter8_Rational_Numbers,Rational numbers in standard form,Reduce a rational number to standard form.,"[""Equivalent rational numbers"", ""Numerator and denominator""]","[""Generate equivalent rational numbers by multiplying or dividing the numerator and denominator by the same non-zero integer."", ""State the numerator and denominator of a rational number.""]",[],[],"[{""grade"": ""Grade 6"", ""chapter"": ""Chapter07_Fractions"", ""concept"": ""Simplest Form of a Fraction"", ""reason"": ""Standard form of a rational number is obtained by reducing it to lowest terms, the same procedure taught for simplifying fractions.""}, {""grade"": ""Grade 6"", ""chapter"": ""Chapter05_Prime_Time"", ""concept"": ""Highest Common Factor"", ""reason"": ""Derived from skill prerequisite: 'Calculate the HCF of numbers using prime factorization' (in Grade 6/Chapter05_Prime_Time) is a prerequisite of a skill under this concept.""}]","[{""grade"": ""Grade 6"", ""chapter"": ""Chapter07_Fractions"", ""skill"": ""Reduce a fraction to its simplest form"", ""reason"": ""Reducing a rational number to standard form is the same simplification procedure already learned for fractions.""}, {""grade"": ""Grade 6"", ""chapter"": ""Chapter05_Prime_Time"", ""skill"": ""Calculate the HCF of numbers using prime factorization"", ""reason"": ""Finding the standard form requires dividing numerator and denominator by their HCF, which relies on the earlier HCF calculation skill.""}]"
