board,subject,grade,chapter,concept,skill,prereq_concepts_L1_same_chapter,prereq_skills_L1_same_chapter,prereq_concepts_L2_cross_chapter,prereq_skills_L2_cross_chapter
CBSE,Maths,Grade 1,Chapter 3,Addition as Putting Together/Joining,Identify situations where two groups are being put together or joined,[],[],[],[]
CBSE,Maths,Grade 1,Chapter 3,Addition as Putting Together/Joining,Describe the resulting quantity as more than the original after joining groups,[],[],[],[]
CBSE,Maths,Grade 1,Chapter 3,Addition as Putting Together/Joining,Demonstrate joining of two concrete groups of objects,[],[],[],[]
CBSE,Maths,Grade 1,Chapter 3,Total of Two Combined Groups (up to 9),Combine two groups of objects concretely and count the total,"[{""item"": ""Addition as Putting Together/Joining"", ""reason"": ""Students must first recognize that two groups are being joined before they can count the total resulting from combining them.""}]","[{""item"": ""Demonstrate joining of two concrete groups of objects"", ""reason"": ""Counting the total after combining requires first being able to physically join two groups of objects.""}]",[],[]
CBSE,Maths,Grade 1,Chapter 3,Total of Two Combined Groups (up to 9),Calculate the total quantity when two groups are combined (sum not exceeding 9),"[{""item"": ""Addition as Putting Together/Joining"", ""reason"": ""Students must first recognize that two groups are being joined before they can count the total resulting from combining them.""}]","[{""item"": ""Combine two groups of objects concretely and count the total"", ""reason"": ""Calculating the total quantity numerically depends on first being able to combine groups concretely and count them.""}]",[],[]
CBSE,Maths,Grade 1,Chapter 3,Adding 1-digit numbers pictorially (sum up to 9),Identify pictures representing two addends,"[{""item"": ""Total of Two Combined Groups (up to 9)"", ""reason"": ""Finding a pictorial sum requires already knowing how to count the total of two concretely combined groups.""}]",[],[],[]
CBSE,Maths,Grade 1,Chapter 3,Adding 1-digit numbers pictorially (sum up to 9),Calculate the sum of two 1-digit numbers shown pictorially,"[{""item"": ""Total of Two Combined Groups (up to 9)"", ""reason"": ""Finding a pictorial sum requires already knowing how to count the total of two concretely combined groups.""}]","[{""item"": ""Calculate the total quantity when two groups are combined (sum not exceeding 9)"", ""reason"": ""Finding sums from pictures builds on already knowing how to calculate totals from concretely combined groups.""}]",[],[]
CBSE,Maths,Grade 1,Chapter 3,Adding 1-digit numbers pictorially (sum up to 9),Verify the pictorial sum by counting all objects together,"[{""item"": ""Total of Two Combined Groups (up to 9)"", ""reason"": ""Finding a pictorial sum requires already knowing how to count the total of two concretely combined groups.""}]",[],[],[]
CBSE,Maths,Grade 1,Chapter 3,Representing addition symbolically (sum up to 9),Identify the '+' and '=' symbols used in addition,"[{""item"": ""Adding 1-digit numbers pictorially (sum up to 9)"", ""reason"": ""Writing a symbolic addition sentence depends on first being able to find sums from pictorial representations of the same situation.""}]",[],[],[]
CBSE,Maths,Grade 1,Chapter 3,Representing addition symbolically (sum up to 9),Construct an addition number sentence for a given combining situation,"[{""item"": ""Adding 1-digit numbers pictorially (sum up to 9)"", ""reason"": ""Writing a symbolic addition sentence depends on first being able to find sums from pictorial representations of the same situation.""}]",[],[],[]
CBSE,Maths,Grade 1,Chapter 3,Representing addition symbolically (sum up to 9),Calculate the sum using the symbolic addition statement (not exceeding 9),"[{""item"": ""Adding 1-digit numbers pictorially (sum up to 9)"", ""reason"": ""Writing a symbolic addition sentence depends on first being able to find sums from pictorial representations of the same situation.""}]","[{""item"": ""Calculate the sum of two 1-digit numbers shown pictorially"", ""reason"": ""Calculating sums from symbolic statements depends on already being able to calculate sums from pictorial representations.""}]",[],[]
CBSE,Maths,Grade 1,Chapter 3,Concept of adding zero to a number,Identify zero as one of the addends in an addition problem,"[{""item"": ""Representing addition symbolically (sum up to 9)"", ""reason"": ""Understanding zero as an addend requires already knowing how to read and use the symbolic '+' and '=' addition statement.""}]",[],[],[]
CBSE,Maths,Grade 1,Chapter 3,Concept of adding zero to a number,Explain why adding zero to a number does not change its value,"[{""item"": ""Representing addition symbolically (sum up to 9)"", ""reason"": ""Understanding zero as an addend requires already knowing how to read and use the symbolic '+' and '=' addition statement.""}]",[],[],[]
CBSE,Maths,Grade 1,Chapter 3,Concept of adding zero to a number,"Calculate sums involving zero, concretely, pictorially and numerically","[{""item"": ""Representing addition symbolically (sum up to 9)"", ""reason"": ""Understanding zero as an addend requires already knowing how to read and use the symbolic '+' and '=' addition statement.""}]","[{""item"": ""Calculate the sum using the symbolic addition statement (not exceeding 9)"", ""reason"": ""Calculating sums involving zero numerically requires already being able to calculate sums using symbolic addition statements.""}]",[],[]
CBSE,Maths,Grade 1,Chapter 3,Commutative property for 1-digit numbers,Compare the sums of two addition facts with addends reversed,"[{""item"": ""Representing addition symbolically (sum up to 9)"", ""reason"": ""Comparing addition facts with reversed addends requires already being able to write and calculate symbolic addition statements.""}]",[],[],[]
CBSE,Maths,Grade 1,Chapter 3,Commutative property for 1-digit numbers,"Demonstrate that changing the order of addends does not change the sum, using concrete objects","[{""item"": ""Representing addition symbolically (sum up to 9)"", ""reason"": ""Comparing addition facts with reversed addends requires already being able to write and calculate symbolic addition statements.""}]",[],[],[]
CBSE,Maths,Grade 1,Chapter 3,Commutative property for 1-digit numbers,Apply the commutative property to solve addition facts pictorially and numerically,"[{""item"": ""Representing addition symbolically (sum up to 9)"", ""reason"": ""Comparing addition facts with reversed addends requires already being able to write and calculate symbolic addition statements.""}]","[{""item"": ""Calculate the sum using the symbolic addition statement (not exceeding 9)"", ""reason"": ""Applying the commutative property numerically requires already being able to calculate sums from symbolic addition statements.""}]",[],[]
CBSE,Maths,Grade 1,Chapter 3,Composing numbers up to 9 by addition of smaller numbers,Identify different pairs of smaller numbers that combine to form a given number up to 9,"[{""item"": ""Representing addition symbolically (sum up to 9)"", ""reason"": ""Finding all addition combinations for a number requires already being able to calculate sums using symbolic addition statements.""}]",[],[],[]
