board,subject,grade,chapter,concept,skill,prereq_concepts_L1_same_chapter,prereq_skills_L1_same_chapter,prereq_concepts_L2_cross_chapter,prereq_skills_L2_cross_chapter
CBSE,Maths,Grade 1,Chapter 12,"Identification of coins (₹1, ₹2, ₹5, ₹10)",Identify coins of different denominations,[],[],"[{""chapter"": ""Chapter 3"", ""concept"": ""Counting numbers 1 to 9"", ""reason"": ""Recognizing the ₹1, ₹2 and ₹5 coin denominations requires prior familiarity with numerals 1 to 9.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Identifying and writing numbers"", ""reason"": ""Recognizing the ₹10 coin requires the prior ability to identify the numeral 10.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Identify numerals from 10 to 20"", ""reason"": ""Identifying the ₹10 coin's value requires the prior ability to recognize the numeral 10.""}]"
CBSE,Maths,Grade 1,Chapter 12,"Identification of currency notes (₹10, ₹20, ₹50, ₹100)",Identify currency notes of different denominations,[],[],"[{""chapter"": ""Chapter 8"", ""concept"": ""Numerals (10-50): Identification and writing of numbers"", ""reason"": ""Recognizing the ₹10, ₹20 and ₹50 notes requires prior ability to identify numerals in the 10-50 range.""}, {""chapter"": ""Chapter 8"", ""concept"": ""Number 100"", ""reason"": ""Recognizing the ₹100 note requires prior understanding of the numeral 100.""}]","[{""chapter"": ""Chapter 8"", ""skill"": ""Identify numerals from 10 to 50 shown in isolation"", ""reason"": ""Identifying ₹10, ₹20 and ₹50 notes requires recognizing these numerals when shown alone.""}, {""chapter"": ""Chapter 8"", ""skill"": ""Identify the numeral 100 shown in isolation"", ""reason"": ""Identifying the ₹100 note requires recognizing the numeral 100.""}]"
CBSE,Maths,Grade 1,Chapter 12,Denominations of money,Write the denominations of given coins and notes,"[""Identification of coins (₹1, ₹2, ₹5, ₹10)"", ""Identification of currency notes (₹10, ₹20, ₹50, ₹100)""]","[""Identify coins of different denominations"", ""Identify currency notes of different denominations""]","[{""chapter"": ""Chapter 8"", ""concept"": ""Numerals (10-50): Identification and writing of numbers"", ""reason"": ""Derived from skill prerequisite: 'Write numerals from 10 to 50 correctly' (in Chapter 8) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Identifying and writing numbers"", ""reason"": ""Derived from skill prerequisite: 'Write numerals from 10 to 20' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 8"", ""skill"": ""Write numerals from 10 to 50 correctly"", ""reason"": ""Writing denomination values such as 10, 20 or 50 requires the ability to correctly write these numerals.""}, {""chapter"": ""Chapter 5"", ""skill"": ""Write numerals from 10 to 20"", ""reason"": ""Writing the denomination value 10 requires the ability to write the numeral 10 correctly.""}]"
CBSE,Maths,Grade 1,Chapter 12,Buying items using coins and notes,Determine how many coins or notes are needed to pay for an item,"[""Identification of coins (₹1, ₹2, ₹5, ₹10)"", ""Identification of currency notes (₹10, ₹20, ₹50, ₹100)"", ""Denominations of money"", ""Calculating total amount of money""]","[""Identify coins of different denominations"", ""Identify currency notes of different denominations"", ""Calculate the total amount of money from given coins and notes""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Comparing groups"", ""reason"": ""Derived from skill prerequisite: 'Compare numbers up to 20 using more than, less than, or equal to' (in Chapter 5) is a prerequisite of a skill under this concept.""}]",[]
CBSE,Maths,Grade 1,Chapter 12,Buying items using coins and notes,Identify items that can be bought within a given amount,"[""Identification of coins (₹1, ₹2, ₹5, ₹10)"", ""Identification of currency notes (₹10, ₹20, ₹50, ₹100)"", ""Denominations of money"", ""Calculating total amount of money""]","[""Calculate the total amount of money from given coins and notes""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Numerals 10-20: Comparing groups"", ""reason"": ""Derived from skill prerequisite: 'Compare numbers up to 20 using more than, less than, or equal to' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 5"", ""skill"": ""Compare numbers up to 20 using more than, less than, or equal to"", ""reason"": ""Deciding whether an item's cost fits within a given amount of money requires comparing numbers.""}]"
CBSE,Maths,Grade 1,Chapter 12,Calculating total amount of money,Calculate the total amount of money from given coins and notes,"[""Identification of coins (₹1, ₹2, ₹5, ₹10)"", ""Identification of currency notes (₹10, ₹20, ₹50, ₹100)"", ""Denominations of money""]","[""Identify coins of different denominations"", ""Identify currency notes of different denominations""]","[{""chapter"": ""Chapter 6"", ""concept"": ""Addition of two-digit and single-digit numbers"", ""reason"": ""Computing the total value of money requires adding two-digit note values with single-digit coin values.""}, {""chapter"": ""Chapter 5"", ""concept"": ""Addition using vertical algorithm without carryover (up to 20)"", ""reason"": ""Derived from skill prerequisite: 'Apply the vertical addition algorithm to solve numerical problems up to 20' (in Chapter 5) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 6"", ""skill"": ""Add two-digit and single-digit numbers up to 18"", ""reason"": ""Adding coin and note values together requires combining two-digit and single-digit addition.""}, {""chapter"": ""Chapter 5"", ""skill"": ""Apply the vertical addition algorithm to solve numerical problems up to 20"", ""reason"": ""Totaling several denominations of coins and notes requires applying an addition algorithm to combine the values.""}]"
CBSE,Maths,Grade 1,Chapter 12,Combinations of coins and notes to make a given amount,Form different combinations of coins and notes to make a given amount,"[""Calculating total amount of money""]","[""Calculate the total amount of money from given coins and notes""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Number pairs that make the same sum"", ""reason"": ""Forming different coin/note combinations that equal the same amount relies on the concept of different pairs of numbers producing an equal sum.""}, {""chapter"": ""Chapter 4"", ""concept"": ""Number pairs that make 10"", ""reason"": ""Derived from skill prerequisite: 'Identify number pairs that add up to 10' (in Chapter 4) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 6"", ""concept"": ""Matching addition and subtraction expressions with equal values"", ""reason"": ""Derived from skill prerequisite: 'Match addition and subtraction expressions that produce equal values using known number facts' (in Chapter 6) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 4"", ""skill"": ""Identify number pairs that add up to 10"", ""reason"": ""Forming coin or note combinations that reach a target amount relies on identifying number pairs that sum to that target.""}]"
CBSE,Maths,Grade 1,Chapter 12,Combinations of coins and notes to make a given amount,Match equal amounts represented in different combinations,"[""Calculating total amount of money""]","[""Calculate the total amount of money from given coins and notes"", ""Form different combinations of coins and notes to make a given amount""]","[{""chapter"": ""Chapter 5"", ""concept"": ""Number pairs that make the same sum"", ""reason"": ""Forming different coin/note combinations that equal the same amount relies on the concept of different pairs of numbers producing an equal sum.""}, {""chapter"": ""Chapter 4"", ""concept"": ""Number pairs that make 10"", ""reason"": ""Derived from skill prerequisite: 'Identify number pairs that add up to 10' (in Chapter 4) is a prerequisite of a skill under this concept.""}, {""chapter"": ""Chapter 6"", ""concept"": ""Matching addition and subtraction expressions with equal values"", ""reason"": ""Derived from skill prerequisite: 'Match addition and subtraction expressions that produce equal values using known number facts' (in Chapter 6) is a prerequisite of a skill under this concept.""}]","[{""chapter"": ""Chapter 6"", ""skill"": ""Match addition and subtraction expressions that produce equal values using known number facts"", ""reason"": ""Matching different coin/note combinations that total the same amount uses the same skill of recognising expressions with equal sums.""}]"
CBSE,Maths,Grade 1,Chapter 12,Comparing costs and finding shortfall in money,Calculate the additional amount needed to buy an item,"[""Calculating total amount of money"", ""Buying items using coins and notes""]","[""Calculate the total amount of money from given coins and notes"", ""Determine how many coins or notes are needed to pay for an item""]","[{""chapter"": ""Chapter 6"", ""concept"": ""Subtraction of numbers up to 18"", ""reason"": ""Determining the shortfall between money available and the cost of an item requires subtraction of numbers.""}]","[{""chapter"": ""Chapter 6"", ""skill"": ""Subtract single-digit numbers from two-digit numbers up to 18"", ""reason"": ""Determining how much more money is needed requires subtracting the available amount from the item's cost.""}]"
CBSE,Maths,Grade 1,Chapter 12,Saving money as a habit,Explain the importance of saving money,[],[],[],[]
