board,subject,grade,chapter,concept,skill,prereq_concepts_L1_same_chapter,prereq_skills_L1_same_chapter,prereq_concepts_L2_cross_chapter,prereq_skills_L2_cross_chapter,prereq_concepts_L3_prior_grade,prereq_skills_L3_prior_grade
CBSE,Maths,Grade 9,Chapter8_Triangles,Congruence of Figures,Identify congruent figures by comparing their shape and size,[],[],[],[],[],[]
CBSE,Maths,Grade 9,Chapter8_Triangles,Congruence of Figures,Distinguish congruent figures from non-congruent figures using observable features,[],"[""Identify congruent figures by comparing their shape and size""]",[],[],[],[]
CBSE,Maths,Grade 9,Chapter8_Triangles,Congruence of Figures,Explain why two given figures are or are not congruent,[],"[""Distinguish congruent figures from non-congruent figures using observable features""]",[],[],[],[]
CBSE,Maths,Grade 9,Chapter8_Triangles,Congruence of Triangles and Correspondence of Vertices,"Identify corresponding vertices, sides, and angles of two congruent triangles from a given figure","[""Congruence of Figures""]",[],[],[],[],[]
CBSE,Maths,Grade 9,Chapter8_Triangles,Congruence of Triangles and Correspondence of Vertices,Express triangle congruence in symbolic form using the correct vertex correspondence,"[""Congruence of Figures""]","[""Identify corresponding vertices, sides, and angles of two congruent triangles from a given figure""]",[],[],[],[]
CBSE,Maths,Grade 9,Chapter8_Triangles,Congruence of Triangles and Correspondence of Vertices,Justify the order of vertices when writing a congruence statement for two triangles,"[""Congruence of Figures""]","[""Express triangle congruence in symbolic form using the correct vertex correspondence""]",[],[],[],[]
CBSE,Maths,Grade 9,Chapter8_Triangles,Criteria for Congruence of Triangles,"State the criteria for congruence of triangles (SAS, ASA, AAS, SSS, RHS) as given in the source","[""Congruence of Triangles and Correspondence of Vertices""]",[],[],[],[],[]
CBSE,Maths,Grade 9,Chapter8_Triangles,Criteria for Congruence of Triangles,Identify which congruence criterion applies to a given pair of triangles,"[""Congruence of Triangles and Correspondence of Vertices""]","[""State the criteria for congruence of triangles (SAS, ASA, AAS, SSS, RHS) as given in the source""]",[],[],[],[]
CBSE,Maths,Grade 9,Chapter8_Triangles,Criteria for Congruence of Triangles,Apply the appropriate congruence criterion to prove two triangles congruent in a given figure,"[""Congruence of Triangles and Correspondence of Vertices""]","[""Identify which congruence criterion applies to a given pair of triangles""]",[],[],[],[]
CBSE,Maths,Grade 9,Chapter8_Triangles,ASA Congruence Rule,State the ASA congruence rule and the conditions under which it applies,"[""Criteria for Congruence of Triangles""]",[],[],[],[],[]
