board,subject,grade,chapter,concept,skill,prereq_concepts_L1_same_chapter,prereq_skills_L1_same_chapter,prereq_concepts_L2_cross_chapter,prereq_skills_L2_cross_chapter,prereq_concepts_L3_prior_grade,prereq_skills_L3_prior_grade
CBSE,Maths,Grade 10,Chapter07_Coordinate_Geometry,Coordinate axes and coordinates of a point,Identify the x-coordinate and y-coordinate of a given point,[],[],[],[],"[{""grade"": ""Grade 9"", ""chapter"": ""Chapter3_Coordinate_Geometry"", ""concept"": ""Coordinate axes: x-axis and y-axis"", ""reason"": ""The target concept assumes the student already knows the x-axis and y-axis are perpendicular reference lines used to fix a point's position.""}, {""grade"": ""Grade 9"", ""chapter"": ""Chapter3_Coordinate_Geometry"", ""concept"": ""x-coordinate (abscissa) and y-coordinate (ordinate)"", ""reason"": ""Understanding coordinates of a point in Grade 10 builds directly on the abscissa/ordinate concept introduced in Grade 9.""}, {""grade"": ""Grade 9"", ""chapter"": ""Chapter3_Coordinate_Geometry"", ""concept"": ""Coordinates of a point as an ordered pair"", ""reason"": ""Working with coordinates in this chapter requires already knowing a point is represented as an ordered pair (x, y).""}, {""grade"": ""Grade 9"", ""chapter"": ""Chapter3_Coordinate_Geometry"", ""concept"": ""Plotting a Point in the Plane if its Coordinates are given"", ""reason"": ""Derived from skill prerequisite: 'Plot a point on graph paper corresponding to a given ordered pair' (in Grade 9/Chapter3_Coordinate_Geometry) is a prerequisite of a skill under this concept.""}]","[{""grade"": ""Grade 9"", ""chapter"": ""Chapter3_Coordinate_Geometry"", ""skill"": ""Determine the abscissa and ordinate of a given point"", ""reason"": ""This skill directly extends the Grade 9 skill of reading off the abscissa and ordinate of a point.""}]"
CBSE,Maths,Grade 10,Chapter07_Coordinate_Geometry,Coordinate axes and coordinates of a point,Plot given points on a coordinate graph,[],"[""Identify the x-coordinate and y-coordinate of a given point""]",[],[],"[{""grade"": ""Grade 9"", ""chapter"": ""Chapter3_Coordinate_Geometry"", ""concept"": ""Coordinate axes: x-axis and y-axis"", ""reason"": ""The target concept assumes the student already knows the x-axis and y-axis are perpendicular reference lines used to fix a point's position.""}, {""grade"": ""Grade 9"", ""chapter"": ""Chapter3_Coordinate_Geometry"", ""concept"": ""x-coordinate (abscissa) and y-coordinate (ordinate)"", ""reason"": ""Understanding coordinates of a point in Grade 10 builds directly on the abscissa/ordinate concept introduced in Grade 9.""}, {""grade"": ""Grade 9"", ""chapter"": ""Chapter3_Coordinate_Geometry"", ""concept"": ""Coordinates of a point as an ordered pair"", ""reason"": ""Working with coordinates in this chapter requires already knowing a point is represented as an ordered pair (x, y).""}, {""grade"": ""Grade 9"", ""chapter"": ""Chapter3_Coordinate_Geometry"", ""concept"": ""Plotting a Point in the Plane if its Coordinates are given"", ""reason"": ""Derived from skill prerequisite: 'Plot a point on graph paper corresponding to a given ordered pair' (in Grade 9/Chapter3_Coordinate_Geometry) is a prerequisite of a skill under this concept.""}]","[{""grade"": ""Grade 9"", ""chapter"": ""Chapter3_Coordinate_Geometry"", ""skill"": ""Plot a point on graph paper corresponding to a given ordered pair"", ""reason"": ""Plotting points in Grade 10 problems relies on the previously learned procedure for locating an ordered pair on graph paper.""}]"
CBSE,Maths,Grade 10,Chapter07_Coordinate_Geometry,Distance Formula,Derive the distance formula between two points,"[""Coordinate axes and coordinates of a point""]",[],[],[],"[{""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""concept"": ""Right-angled triangles and Pythagoras property"", ""reason"": ""The distance formula is derived by forming a right triangle between two points and applying the Pythagoras property to the horizontal and vertical legs.""}]","[{""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""skill"": ""Calculate the length of the unknown side in a right-angled triangle using the Pythagoras property."", ""reason"": ""Deriving the distance formula requires constructing a right triangle from the two points and applying the Pythagoras property to find the hypotenuse length.""}]"
CBSE,Maths,Grade 10,Chapter07_Coordinate_Geometry,Distance Formula,Calculate the distance between two points using the distance formula,"[""Coordinate axes and coordinates of a point""]","[""Derive the distance formula between two points""]",[],[],"[{""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""concept"": ""Right-angled triangles and Pythagoras property"", ""reason"": ""The distance formula is derived by forming a right triangle between two points and applying the Pythagoras property to the horizontal and vertical legs.""}]",[]
CBSE,Maths,Grade 10,Chapter07_Coordinate_Geometry,Distance Formula,Solve mathematical problems using the distance formula,"[""Coordinate axes and coordinates of a point""]","[""Calculate the distance between two points using the distance formula""]",[],[],"[{""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""concept"": ""Right-angled triangles and Pythagoras property"", ""reason"": ""The distance formula is derived by forming a right triangle between two points and applying the Pythagoras property to the horizontal and vertical legs.""}]",[]
CBSE,Maths,Grade 10,Chapter07_Coordinate_Geometry,Distance Formula,Solve real-life problems graphically using the distance formula,"[""Coordinate axes and coordinates of a point""]","[""Calculate the distance between two points using the distance formula""]",[],[],"[{""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""concept"": ""Right-angled triangles and Pythagoras property"", ""reason"": ""The distance formula is derived by forming a right triangle between two points and applying the Pythagoras property to the horizontal and vertical legs.""}]",[]
CBSE,Maths,Grade 10,Chapter07_Coordinate_Geometry,Distance of a point from the origin,Calculate the distance of a point from the origin,"[""Distance Formula""]","[""Calculate the distance between two points using the distance formula""]",[],[],[],[]
CBSE,Maths,Grade 10,Chapter07_Coordinate_Geometry,Collinearity of points using distance,Determine whether three given points are collinear using the distance formula,"[""Distance Formula""]","[""Calculate the distance between two points using the distance formula""]",[],[],"[{""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""concept"": ""Triangle inequality"", ""reason"": ""Testing collinearity via distances relies on recognising that three points are collinear precisely when the triangle inequality becomes an equality (sum of two distances equals the third).""}, {""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""concept"": ""Types of triangles"", ""reason"": ""Derived from skill prerequisite: 'Classify a triangle as equilateral, isosceles, or scalene from its side lengths.' (in Grade 7/Chapter6_The_Triangle_And_Its_Properties) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""concept"": ""Right-angled triangles and Pythagoras property"", ""reason"": ""Derived from skill prerequisite: 'Apply the Pythagoras property to verify whether a triangle is right-angled.' (in Grade 7/Chapter6_The_Triangle_And_Its_Properties) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""concept"": ""Properties of a Rhombus"", ""reason"": ""Derived from skill prerequisite: 'Verify that the diagonals of a rhombus bisect each other at right angles' (in Grade 8/Chapter3_Understanding_Quadrilaterals) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""concept"": ""Properties of a Square"", ""reason"": ""Derived from skill prerequisite: 'Verify that the diagonals of a square are equal, bisect each other, and are perpendicular' (in Grade 8/Chapter3_Understanding_Quadrilaterals) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""concept"": ""Properties of a Rectangle"", ""reason"": ""Derived from skill prerequisite: 'Verify that the diagonals of a rectangle are equal and bisect each other' (in Grade 8/Chapter3_Understanding_Quadrilaterals) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""concept"": ""Properties of a Parallelogram"", ""reason"": ""Derived from skill prerequisite: 'Describe the relationship between opposite sides, opposite angles, and diagonals of a parallelogram' (in Grade 8/Chapter3_Understanding_Quadrilaterals) is a prerequisite of a skill under this concept.""}]","[{""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""skill"": ""State the condition that the sum of any two sides of a triangle is greater than the third side."", ""reason"": ""Checking collinearity by distances relies on knowing that equality (rather than strict inequality) in the triangle-side-sum condition signals that the points lie on one line.""}]"
CBSE,Maths,Grade 10,Chapter07_Coordinate_Geometry,Collinearity of points using distance,Identify the type of triangle formed by three given points using side lengths,"[""Distance Formula""]","[""Calculate the distance between two points using the distance formula""]",[],[],"[{""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""concept"": ""Triangle inequality"", ""reason"": ""Testing collinearity via distances relies on recognising that three points are collinear precisely when the triangle inequality becomes an equality (sum of two distances equals the third).""}, {""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""concept"": ""Types of triangles"", ""reason"": ""Derived from skill prerequisite: 'Classify a triangle as equilateral, isosceles, or scalene from its side lengths.' (in Grade 7/Chapter6_The_Triangle_And_Its_Properties) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""concept"": ""Right-angled triangles and Pythagoras property"", ""reason"": ""Derived from skill prerequisite: 'Apply the Pythagoras property to verify whether a triangle is right-angled.' (in Grade 7/Chapter6_The_Triangle_And_Its_Properties) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""concept"": ""Properties of a Rhombus"", ""reason"": ""Derived from skill prerequisite: 'Verify that the diagonals of a rhombus bisect each other at right angles' (in Grade 8/Chapter3_Understanding_Quadrilaterals) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""concept"": ""Properties of a Square"", ""reason"": ""Derived from skill prerequisite: 'Verify that the diagonals of a square are equal, bisect each other, and are perpendicular' (in Grade 8/Chapter3_Understanding_Quadrilaterals) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""concept"": ""Properties of a Rectangle"", ""reason"": ""Derived from skill prerequisite: 'Verify that the diagonals of a rectangle are equal and bisect each other' (in Grade 8/Chapter3_Understanding_Quadrilaterals) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""concept"": ""Properties of a Parallelogram"", ""reason"": ""Derived from skill prerequisite: 'Describe the relationship between opposite sides, opposite angles, and diagonals of a parallelogram' (in Grade 8/Chapter3_Understanding_Quadrilaterals) is a prerequisite of a skill under this concept.""}]","[{""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""skill"": ""Classify a triangle as equilateral, isosceles, or scalene from its side lengths."", ""reason"": ""After computing side lengths with the distance formula, classifying the triangle type requires the earlier-learned rule for distinguishing equilateral, isosceles, and scalene triangles by side length.""}, {""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""skill"": ""Apply the Pythagoras property to verify whether a triangle is right-angled."", ""reason"": ""Determining if the triangle formed is right-angled requires applying the Pythagoras converse to the computed side lengths.""}]"
CBSE,Maths,Grade 10,Chapter07_Coordinate_Geometry,Collinearity of points using distance,Identify the type of quadrilateral formed by four given points using side lengths and diagonals,"[""Distance Formula""]","[""Calculate the distance between two points using the distance formula""]",[],[],"[{""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""concept"": ""Triangle inequality"", ""reason"": ""Testing collinearity via distances relies on recognising that three points are collinear precisely when the triangle inequality becomes an equality (sum of two distances equals the third).""}, {""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""concept"": ""Types of triangles"", ""reason"": ""Derived from skill prerequisite: 'Classify a triangle as equilateral, isosceles, or scalene from its side lengths.' (in Grade 7/Chapter6_The_Triangle_And_Its_Properties) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 7"", ""chapter"": ""Chapter6_The_Triangle_And_Its_Properties"", ""concept"": ""Right-angled triangles and Pythagoras property"", ""reason"": ""Derived from skill prerequisite: 'Apply the Pythagoras property to verify whether a triangle is right-angled.' (in Grade 7/Chapter6_The_Triangle_And_Its_Properties) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""concept"": ""Properties of a Rhombus"", ""reason"": ""Derived from skill prerequisite: 'Verify that the diagonals of a rhombus bisect each other at right angles' (in Grade 8/Chapter3_Understanding_Quadrilaterals) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""concept"": ""Properties of a Square"", ""reason"": ""Derived from skill prerequisite: 'Verify that the diagonals of a square are equal, bisect each other, and are perpendicular' (in Grade 8/Chapter3_Understanding_Quadrilaterals) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""concept"": ""Properties of a Rectangle"", ""reason"": ""Derived from skill prerequisite: 'Verify that the diagonals of a rectangle are equal and bisect each other' (in Grade 8/Chapter3_Understanding_Quadrilaterals) is a prerequisite of a skill under this concept.""}, {""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""concept"": ""Properties of a Parallelogram"", ""reason"": ""Derived from skill prerequisite: 'Describe the relationship between opposite sides, opposite angles, and diagonals of a parallelogram' (in Grade 8/Chapter3_Understanding_Quadrilaterals) is a prerequisite of a skill under this concept.""}]","[{""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""skill"": ""Verify that the diagonals of a rhombus bisect each other at right angles"", ""reason"": ""Distinguishing a rhombus from other quadrilaterals using computed diagonal lengths requires knowing this diagonal property beforehand.""}, {""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""skill"": ""Verify that the diagonals of a square are equal, bisect each other, and are perpendicular"", ""reason"": ""Recognising a square from side and diagonal measurements requires already knowing this combined diagonal property.""}, {""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""skill"": ""Verify that the diagonals of a rectangle are equal and bisect each other"", ""reason"": ""Identifying a rectangle from computed side and diagonal lengths depends on knowing that its diagonals are equal and bisect each other.""}, {""grade"": ""Grade 8"", ""chapter"": ""Chapter3_Understanding_Quadrilaterals"", ""skill"": ""Describe the relationship between opposite sides, opposite angles, and diagonals of a parallelogram"", ""reason"": ""Recognising a parallelogram from coordinate-derived side lengths requires knowing the relationship between its opposite sides and diagonals.""}]"
